mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat21,mat22,mat23,mat24,mat25,mat26,mat27,mat28,mat29,mat30,mat31,mat32,mat33,mat34,mat35,mat36,mat37,mat38
6a4aa87140ecd5c49b7d3582f87899b9970444a6,-1.54822400412143,-1.33651488585596,2.85121262964403,11.2657770484867,-0.00498027904981393,-8.87902310437323e-09,1.14098620399763e-05,-0.00546248520690871,1.09127879637598,0.0832373064827286,1757.42919771038,0.123718820861678,137.644230769231,2821.4693444512,2.29608569421023,9.98158597375089,-0.000589936632539672,-0.0397016902438676,4648.48022460938,26.5326811807568,0.19889184306713,0.639319676144874,0.29986181383304,0.450497136123634,-0.017047930993517,-0.0640078600083559,0.172203823175113,0.0441746382888273,-0.132200931434869,0.398252934788842,0.272101480704611,0.226160885326757,0,NaN,0.55,-0.254241112169302,4.75993888655925
c4c31af64c78aad75a68ae581412f5d140e35c0f,-1.43171843505,-1.0547123332136,3.07550114533138,23.8274893670503,-0.00297416688423336,5.11368133750505e-10,-1.29374468506642e-07,-0.00136797755688132,1.04336267893739,0.147339004094424,708.39222885047,0.209705215419501,14.8076923076923,1901.00693723299,4.81450834154824,30.7082611747398,-0.00352426858520374,0.026687338477497,787.307739257812,7.21941020585797,0.680693649556217,0.698448440589488,0.350451158855722,0.21186043831462,0.379555789209962,0.234011018483503,-0.27901008188159,0.119303486949209,-0.0584485734266599,-0.0979616701457636,0.147078616468296,0.237257882204251,154.863754571313,0.535678554781973,0.45,-0.0286815405521522,3.89729585107142
8c5dbfc7b40e38315dee9ef3162335ff307f9ba3,-1.60146951607466,-1.36113736076429,2.74968304226583,16.0315320570841,-0.00618464896222491,-1.49640259190106e-08,1.59533856265652e-05,-0.00652146072624465,1.11536392993482,0.0677186550728817,2051.58693629083,0.172335600907029,29.9519230769231,3502.43230831974,2.54315498635255,10.2657514614715,-0.00032653926543349,-0.0471086724168116,4627.61993408203,15.4322718682722,0.0136204547917442,0.791998709863821,0.226951032412678,0.513550990128474,-0.10622522830149,0.2506995324501,0.406262979613832,0.209227166062434,-0.035650988966975,0.158343331278759,0.0535307335642398,0.0301504527790084,448.839474454677,0.402271862769815,0.35,0,NaN
16d34dcd036e790c74e9f66e9fab00403dbedda9,-1.81706931641401,-1.60780969410568,2.68120479844144,19.3564870349009,-0.00733528463750653,-2.20708469993386e-08,2.20007706440085e-05,-0.00785973591208642,1.08966139224407,0.0512308043581882,1014.69751949945,0.111020408163265,16.8269230769231,1885.81343248844,3.12161013163607,18.9745396338206,-0.000831825234062227,-0.00344930262510128,2987.05902099609,9.90159847573878,0.741848886036,1.26493299046686,-0.121718652225384,0.751857227410996,-0.183349553439332,0.378841519200164,-0.148926280591356,0.207905198656509,-0.0367124360573527,0.246075988729842,0.465652344390099,0.308007816122923,78.6785310509099,0.453766954131827,0.35,0,85.1084632883241
1c3af0c5553a222fe06576772669bfaa2a1e12f0,-1.61424380411109,-1.34689692164968,2.89868698181041,16.6953935934468,-0.00439599000646084,-6.41799680132019e-09,9.59930579698023e-06,-0.00510644093492387,1.07654558859686,0.08570277764548,2358.48904294078,0.197006802721088,67.3076923076923,3834.75312945973,2.2467802633625,8.19579022030682,-0.000259375482131812,-0.0232542949741744,5711.00921630859,15.8062368923142,0.247778538729527,0.631019547126226,0.397522250512773,0.195677025146059,0.0963169380952703,0.257896685821707,0.120297807449003,0.06761395822677,0.156316254486172,0.120700075893237,0.091594852624916,0.0831038670057336,98.8508610868747,0.515207998080244,0.45,-0.0031497985202596,4.54736407499503
e10b0962f6288e973f2e520ce02b2562829464ce,-1.55382788163943,-1.30043952041068,2.90359002398516,13.1347373315554,-0.00454663211504113,-6.35520881653592e-10,2.95923210313373e-06,-0.00319307720448685,1.06378720926431,0.120183780640677,614.004965942431,0.195918367346939,368.128128433647,1975.83291216179,6.78172679009521,56.1042680404883,-0.00841939382980128,0.00484717022658208,550.778961181641,8.29874889201673,0.342111307856523,0.68839061273891,0.53230394294385,0.613322439640947,0.239063490384747,0.115738450329157,0.0912528589102564,0.00985375296266183,0.0390740982819681,0.214535654963274,0.0182563180348119,0.127173863953381,89.0834301039436,0.38887197207335,0.35,0,95.0473827604732
da2fd33332fa7c0e3df863e8e6097a11d99fb4e4,-1.79686593032573,-1.58906025809284,2.6848075959726,18.6841609320802,-0.00773115177305739,-1.38910513093961e-08,1.63396313892109e-05,-0.00685222905600649,1.06759108140736,0.101128798447572,914.019041964415,0.109206349206349,338.894230769231,2391.48942603255,5.00222918289563,33.4317743498766,-0.00102670018848828,-0.00565529837352053,1707.17926025391,8.66679943010583,0.149371312525101,1.39153923037149,0.238040445361193,0.619551062861459,0.00718870037778896,0.219978982737289,0.00156476052063859,-0.0392095435843458,-0.0222039777919698,-0.125213010889791,-0.113220840515314,0.309996099950552,83.1402395469059,0.445034731599337,0.45,-0.0147717626439963,4.29203023747658
163acc5f3365414de1d152c44cb0101c3eac4d85,-1.55382788163943,-1.25847501886714,2.86446156942944,13.0999169488619,-0.00508279150744955,8.14410714020083e-10,1.8782776152462e-06,-0.00308429629517624,1.06514030228149,0.105799485685993,613.086518278712,0.186848072562358,315,2138.11774812609,6.62696184017322,51.9180839773941,-0.0112352974184427,0.00793389430750032,405.093383789062,14.890299102737,0.667741393453024,0.9349037117654,0.346379621319241,0.63632582524195,0.448848120658692,0.164665025127022,0.0950755508951451,0.018951635607945,-0.0472650237307469,0.156388611508955,0.120494406930476,0.185932043937154,98.7864599997124,0.321750959026146,0.35,0,98.9387504319109
6c0df412e88a316b794b16c96d3dde0b330a563b,-1.58906025809284,-1.31646696584483,3.10887798976659,19.1049477195377,-0.00261389969580342,-1.17359503964641e-09,3.13276838742506e-06,-0.00293241369542636,1.05329971669338,0.14397732588672,953.840485059876,0.160362811791383,30.2884615384615,2313.74442778885,4.24772786717208,24.6425988894235,-0.00153393532464355,-0.129977700068627,1303.43170166016,10.8627145849505,0.958966959489491,0.751686454281967,0.226521516559888,0.591608064285032,0.157158466610682,-0.0117877566514412,0.113384204728618,0.284990679934819,0.0404229866248906,-0.0773519396944721,0.172440748872772,-0.101784288248723,83.334469716488,0.482339924111085,0.85,NaN,NaN
298831ad5535960ad3bca0ec8759a2c619c402c9,-1.72431526317711,-1.27596575102748,2.79093773447976,18.6384878484706,-0.00601371845345916,-5.88647579734866e-09,9.91243511068671e-06,-0.00555905711105009,1.1017380808987,0.0679984904959396,656.009763371088,0.103764172335601,9.42307692307692,1390.32582904496,5.42915167418624,46.1962057478683,-0.0029717919378503,-0.0273949148128817,1197.78442382812,8.43690407083308,-0.202694035582971,1.10368408726351,0.523165029159655,0.0180246732269684,-0.011122009195443,0.00321595670493119,-0.133314282400699,0.0830662994871871,-0.0578348372593233,0.429431764154631,0.393348450050609,0.249218337182938,1053.03660181846,0.371062061432559,0.35,0,74.7166347336449
